port_number,port_name,port_country,latitude,longitude
11154,Edwards Point,United States of America,47.48,-122.24
11155,Mukilteo,United States of America,47.57,-122.18
11156,Everett,United States of America,48.00,-122.13
11157,Coupeville,United States of America,48.14,-122.41
11158,Richardson,United States of America,48.27,-122.54
11159,Friday Harbor,United States of America,48.32,-123.10
11160,Roche  Harbor,United States of America,48.37,-123.10
11161,Orcas,United States of America,48.36,-122.56
11162,Anacortes,United States of America,48.31,-122.37
11163,Bellingham,United States of America,48.45,-122.30
11164,Cherry Point,United States of America,48.52,-122.45
11165,Semiahmoo,United States of America,48.59,-122.46
11166,Blaine,United States of America,49.00,-122.45
11167,Steveston,Canada,49.80,-123.11
11168,New Westminster,Canada,49.12,-122.55
11169,Fraser Mills,Canada,49.13,-122.52
11170,Port Coquitlam,Canada,49.16,-122.47
11171,Mission City,Canada,49.70,-122.15
11172,Vancouver,Canada,49.17,-123.70
11173,Port Moody,Canada,49.17,-122.53
11174,Squamish,Canada,49.41,-123.90
11175,Port Mellon,Canada,49.31,-123.29
11176,Westview,Canada,49.50,-124.31
11177,Powell River,Canada,49.52,-124.32
11178,Duncan Bay,Canada,50.40,-125.17
11179,Campbell River,Canada,50.10,-124.14
11180,Comox Harbor,Canada,49.40,-124.55
11181,Nanoose Harbor,Canada,49.16,-124.90
11182,Nanaimo,Canada,49.10,-123.56
11183,Harmac,Canada,49.80,-123.51
11184,Chemainus,Canada,48.56,-123.43
11185,Crofton,Canada,48.52,-123.38
11186,Cowichan Bay,Canada,48.45,-123.37
11187,Ganges,Canada,48.51,-123.29
11188,Lyall Harbor,Canada,48.48,-123.12
11189,Hope Bay,Canada,48.48,-123.17
11190,Sidney,Canada,48.39,-123.23
11191,Bamberton,Canada,48.33,-123.31
11192,Victoria Harbor,Canada,48.26,-123.23
11193,Esquimalt Harbor,Canada,48.26,-123.26
11194,Port San Juan,Canada,48.33,-124.26
11195,Port Alberni,Canada,49.14,-124.49
11196,Ucluelet,Canada,48.57,-125.33
11197,Clayoquot,Canada,49.90,-125.55
11198,Ahousat,Canada,49.17,-126.40
11199,Gold River,Canada,49.41,-126.70
11200,Tahsis,Canada,49.55,-126.40
11201,Bergh Cove,Canada,50.32,-127.37
11202,Port Alice,Canada,50.23,-127.27
11203,Coal Harbor,Canada,50.36,-127.35
11204,Port Hardy,Canada,50.43,-127.29
11205,Sointula,Canada,50.38,-127.10
11206,Alert Bay,Canada,50.35,-126.56
11207,Port Mcneill,Canada,50.35,-127.50
11208,Bella Coola,Canada,52.22,-126.48
11209,Bella Bella,Canada,52.10,-128.90
11210,Klemtu,Canada,52.36,-128.31
11211,Butedale,Canada,53.10,-128.41
11212,Kemano Bay,Canada,53.29,-128.80
11213,Kitimat,Canada,54.00,-128.41
11214,Porpoise Harbor,Canada,54.13,-130.17
11215,Prince Rupert,Canada,54.19,-130.20
11216,Port Simpson,Canada,54.34,-130.26
11217,Stewart,Canada,55.56,-130.00
11218,Masset Harbor,Canada,54.10,-132.90
11219,Port Clements,Canada,53.41,-132.11
11220,Queen Charlotte,Canada,53.15,-132.50
11221,Alliford Bay,Canada,53.13,-131.59
11222,Hyder,United States of America,55.55,-130.00
11223,Hidden Inlet,United States of America,54.57,-130.20
11224,Metlakatla,United States of America,55.80,-131.34
11225,George Inlet,United States of America,55.23,-131.28
11226,Ketchikan,United States of America,55.20,-131.39
11227,Ward Cove,United States of America,55.24,-131.44
11228,Knudson Cove,United States of America,55.28,-131.48
11229,Loring,United States of America,55.36,-131.38
11230,Yes Bay,United States of America,55.55,-131.48
11231,Union Bay,United States of America,55.46,-132.13
11232,Burnett Inlet,United States of America,56.40,-132.28
11233,Wrangell,United States of America,56.28,-132.23
11234,Kasaan,United States of America,55.32,-132.24
11235,Rose Inlet,United States of America,54.57,-132.58
11236,Hydaburg,United States of America,55.12,-132.50
11237,Waterfall,United States of America,55.18,-133.14
11238,Craig,United States of America,55.28,-133.90
11239,Klawock,United States of America,55.33,-133.60
11240,Steamboat Bay,United States of America,55.32,-133.38
11241,Fishermans Harbor,United States of America,55.58,-133.48
11242,Petersburg,United States of America,56.49,-132.57
11243,Kake,United States of America,56.58,-133.56
11244,Washington Bay,United States of America,56.44,-134.21
11245,Bay Of Pillars,United States of America,56.36,-134.14
11246,Big Port Walter,United States of America,56.23,-134.44
11247,Little Port Walter,United States of America,56.23,-134.38
11248,Port Armstrong,United States of America,56.18,-134.40
11249,Port Conclusion,United States of America,56.15,-134.41
11250,Port Alexander,United States of America,56.15,-134.39
11251,Sitka,United States of America,57.30,-135.20
11252,Kimshan Cove,United States of America,57.41,-136.70
11253,Pelican,United States of America,57.58,-136.14
11254,Elfin Cove,United States of America,58.12,-136.21
11255,Hoonah,United States of America,58.70,-135.27
11256,Tenakee Springs,United States of America,57.47,-135.12
11257,Chatham,United States of America,57.31,-134.56
11258,Todd,United States of America,57.28,-135.30
11259,Hood Bay,United States of America,57.24,-134.30
11260,Hawk Inlet,United States of America,58.70,-134.45
11261,Funter,United States of America,58.15,-134.54
11262,Dupont,United States of America,58.14,-134.16
11263,Juneau,United States of America,58.18,-134.25
11264,Port Chilkoot,United States of America,59.14,-135.26
11265,Haines,United States of America,59.14,-135.26
11266,Tanani Point,United States of America,59.17,-135.27
11267,Skagway,United States of America,59.27,-135.20
11268,Letnikof Cove,United States of America,59.11,-135.24
11269,Excursion Inlet,United States of America,58.25,-135.27
11270,Yakutat,United States of America,59.33,-139.44
11271,Katalla,United States of America,60.12,-144.32
11272,Orca,United States of America,60.35,-145.43
11273,Cordova,United States of America,60.33,-145.46
11274,Shepard Point,United States of America,60.38,-145.40
11275,Swanport,United States of America,61.50,-146.24
11276,Valdez,United States of America,61.70,-146.15
11277,Whittier,United States of America,60.50,-148.40
11278,Crab Bay,United States of America,60.40,-148.00
11279,Port Ashton,United States of America,60.40,-148.30
11280,San Juan Cannery,United States of America,60.30,-148.40
11281,Latouche,United States of America,60.30,-148.40
11282,Seward,United States of America,60.60,-149.26
11283,Port Graham,United States of America,59.21,-151.49
11284,Seldovia,United States of America,59.26,-151.44
11285,Homer,United States of America,59.36,-151.25
11286,Coal Point,United States of America,59.36,-151.25
11287,Ninilchik,United States of America,60.30,-151.41
11288,Kenai,United States of America,60.33,-151.16
11289,Nikiski,United States of America,60.41,-151.24
11290,Anchorage,United States of America,61.13,-149.54
11291,Drift River,United States of America,60.33,-152.80
11292,Snug Harbor,United States of America,60.60,-152.35
11293,Ouzinkie,United States of America,57.55,-152.30
11294,Kodiak,United States of America,57.47,-152.24
11295,Womens Bay,United States of America,57.43,-152.31
11296,Port Hobron,United States of America,57.10,-153.10
11297,Mccord,United States of America,57.90,-153.12
11298,Three Saints Bay,United States of America,57.70,-153.30
11299,Trap Point,United States of America,57.00,-154.90
11300,Lazy Bay,United States of America,56.54,-154.15
11301,Karluk,United States of America,57.34,-154.27
11302,Uyak,United States of America,57.38,-154.00
11303,Larsen Bay,United States of America,57.32,-153.59
11304,Port Obrien,United States of America,57.44,-153.19
11305,Dry Spruce Bay,United States of America,57.56,-153.20
11306,Port Vita,United States of America,58.40,-153.40
11307,Bear Island,United States of America,58.27,-152.41
11308,Hogg Island,United States of America,58.28,-152.41
11309,Port William,United States of America,58.29,-152.35
11310,Kanatak,United States of America,57.34,-156.20
11311,Chignik,United States of America,56.18,-158.24
11312,Ivanof Bay,United States of America,55.48,-159.28
11313,Sand Point,United States of America,55.20,-160.32
11314,Baralof Bay,United States of America,55.14,-160.32
11315,Unga,United States of America,55.11,-160.30
11316,Belkofski,United States of America,55.50,-162.20
11317,King Cove,United States of America,55.30,-162.19
11318,Cold Bay,United States of America,55.12,-162.42
11319,Sanak,United States of America,54.29,-162.49
11320,Akutan Harbor,United States of America,54.80,-165.48
11321,Cannery Bay,United States of America,53.42,-166.45
11322,Makushin,United States of America,53.46,-166.59
11323,Dutch Harbor,United States of America,53.54,-166.32
11324,Unalaska,United States of America,53.52,-166.32
11325,Palisades Point,United States of America,52.14,-174.10
11326,Adak Naval Air Station,United States of America,51.52,-176.38
11327,Constantine Harbor,United States of America,51.24,179.18
11328,Kiska,United States of America,51.58,177.33
11329,Alcan Harbor,United States of America,52.44,174.40
11330,Skoot Cove,United States of America,52.43,174.40
11331,Massacre Bay,United States of America,52.50,173.14
11332,Village Cove,United States of America,57.80,-170.16
11333,Port Moller,United States of America,55.59,-160.34
11334,Port Heiden,United States of America,56.53,-158.42
11335,Pilot Point,United States of America,57.34,-157.36
11336,Ugashik,United States of America,57.32,-157.25
11337,Egegik,United States of America,58.12,-157.22
11338,Naknek,United States of America,58.43,-157.10
11339,Koggiung,United States of America,58.58,-156.55
11340,Ekuk,United States of America,58.49,-158.34
11341,Clarks Point,United States of America,58.51,-158.33
11342,Dillingham,United States of America,59.20,-158.29
11343,Platinum,United States of America,59.10,-161.50
11344,Bethel,United States of America,60.49,-161.43
11345,Nash Harbor,United States of America,60.12,-166.59
11346,Kwiguk,United States of America,62.44,-164.28
11347,Kotlik,United States of America,63.20,-163.33
11348,Hamilton,United States of America,62.54,-163.55
11349,St Michael,United States of America,63.29,-162.20
11350,Unalakleet,United States of America,63.53,-160.47
11351,Solomon,United States of America,64.33,-164.24
11352,Nome,United States of America,64.30,-165.25
11353,Grantley Harbor,United States of America,65.16,-166.20
11354,Savoonga,United States of America,63.41,-170.24
11355,Shishmaref,United States of America,66.15,-166.50
11356,Deering,United States of America,66.50,-162.44
11357,Kotzebue,United States of America,66.55,-162.35
11358,Wainwright,United States of America,70.39,-160.00
11359,Barrow,United States of America,71.17,-156.47
11360,Prudhoe Bay,United States of America,70.20,-148.25
11361,Bernard Harbor,United States of America,70.80,-143.38
11362,Tuktoyaktuk,Canada,69.27,-133.00
11363,Police Point,Canada,70.11,-124.45
11364,Paulatuk,Canada,69.21,-124.50
11365,Pearce Point,Canada,69.49,-122.45
11366,Tysoe Point,Canada,69.36,-120.45
11367,Sachs Harbor,Canada,71.58,-125.15
11368,Cape Young,Canada,68.56,-116.56
11369,Bernard Harbor,Canada,68.47,-114.46
11370,Lady Franklin Point,Canada,68.29,-113.16
11371,Coppermine,Canada,67.48,-115.30
11372,Cambridge Bay,Canada,69.70,-105.40
11373,Resolute Bay,Canada,74.41,-95.54
11374,Barentsburg,XR,78.40,14.14
11375,Longyearbyen,XR,78.12,15.42
11376,Ny Alesund,XR,78.55,11.57
11377,Kirkenes,Norway,69.44,30.30
11378,Vadso,Norway,70.40,29.45
11379,Batsfjorden,Norway,70.38,29.44
11380,Vardo,Norway,70.22,31.70
11381,Berlevag,Norway,70.52,29.60
11382,Kjollefjorden,Norway,70.57,27.20
11383,Honningsvag,Norway,70.59,26.00
11384,Kvalsund,Norway,70.30,23.59
11385,Hammerfest,Norway,70.40,23.40
11386,Sorvaer,Norway,70.38,21.59
11387,Bredvik,Norway,70.35,22.80
11388,Oksfjord,Norway,70.14,22.21
11389,Alta,Norway,69.58,23.15
11390,Talvik,Norway,70.30,22.58
11391,Tromso,Norway,69.39,18.58
11392,Gibostad,Norway,69.21,18.50
11393,Finnsnes,Norway,69.14,17.58
11394,Medby,Norway,68.55,17.44
11395,Sjovegan,Norway,68.53,17.50
11396,Harstad,Norway,68.48,16.33
11397,Andenes,Norway,69.20,16.80
11398,Sortland,Norway,68.42,15.25
11399,Stokkmarknes,Norway,68.34,14.55
11400,Reine,Norway,67.56,13.60
11401,Ballstad,Norway,68.40,13.42
11402,Stamsund,Norway,68.70,13.51
11403,Henningsvaer,Norway,68.90,14.13
11404,Svolvaer,Norway,68.14,14.35
11405,Skrova Havn,Norway,68.10,14.40
11406,Brettesnes,Norway,68.14,14.51
11407,Lodingen,Norway,68.25,16.00
11408,Ulvik,Norway,68.34,16.16
11409,Lilandsgrunnen,Norway,68.29,16.53
11410,Narvik,Norway,68.26,17.25
11411,Litle Ballangen,Norway,68.20,16.51
11412,Drag,Norway,68.30,16.50
11413,Korsnes,Norway,68.15,16.40
11414,Tranoy,Norway,68.11,15.40
11415,Kjerringoy,Norway,67.31,14.46
11416,Bodo,Norway,67.17,14.23
11417,Lakselv,Norway,67.22,15.36
11418,Fauske,Norway,67.15,15.22
11419,Rognan,Norway,67.60,15.25
11420,Ornes,Norway,66.52,13.43
11421,Glomfjord,Norway,66.49,13.59
11422,Sandnessjoen,Norway,66.10,12.38
11423,Mo Inlet,Norway,66.19,14.80
11424,Hemnesberget,Norway,66.14,13.37
11425,Mosjoen,Norway,65.50,13.12
11426,Tjotta,Norway,65.50,12.26
11427,Bronnoysund,Norway,65.28,12.12
11428,Berg,Norway,65.22,12.12
11429,Rorvik,Norway,64.52,11.15
11430,Salsbruket,Norway,64.48,11.52
11431,Namsos,Norway,64.28,11.30
11432,Malm,Norway,64.40,11.14
11433,Steinkjer,Norway,64.10,11.30
11434,Djupviken,Norway,63.47,11.27
11435,Levanger,Norway,63.45,11.18
11436,Langstein,Norway,63.32,10.54
11437,Muruvik,Norway,63.26,10.51
11438,Hommelvik,Norway,63.25,10.48
11439,Trondheim,Norway,63.26,10.24
11440,Thamshamm,Norway,63.19,9.53
11441,Kristiansund,Norway,63.70,7.44
11442,Sunndalsora,Norway,62.41,8.33
11443,Bud,Norway,62.54,6.55
11444,Haroysund,Norway,62.54,6.58
11445,Molde,Norway,62.44,7.10
11446,Andalsnes,Norway,62.34,7.41
11447,Hareid,Norway,62.22,6.20
11448,Moldtustranda,Norway,62.18,5.39
11449,Orstav,Norway,62.12,6.80
11450,Alesund,Norway,62.28,6.10
11451,Maloy,Norway,61.56,5.70
11452,Floro,Norway,61.36,5.20
11453,Ardalstangen,Norway,61.14,7.43
11454,Mongstad,Norway,60.49,5.20
11455,Stura,Norway,60.37,4.51
11456,Vaksdal,Norway,60.29,5.44
11457,Bergen,Norway,60.24,5.19
11458,Brattholmen,Norway,60.21,5.10
11459,Tranneset,Norway,60.25,5.10
11460,Strandvik,Norway,60.10,5.40
11461,Norheimsund,Norway,60.22,6.90
11462,Odda,Norway,60.50,6.33
11463,Meling,Norway,59.47,5.70
11464,Mosterhamn,Norway,59.42,5.24
11465,Sagvag,Norway,59.46,5.23
11466,Leirvik,Norway,59.47,5.30
11467,Husnes,Norway,59.52,5.46
11468,Haugesund,Norway,59.25,5.16
11469,Kopervik,Norway,59.17,5.19
11470,Karsto,Norway,59.16,5.31
11471,Espevaer,Norway,59.35,5.90
11472,Sauda,Norway,59.39,6.21
11473,Akrahamn,Norway,59.16,5.11
11474,Sandnes,Norway,58.51,5.45
11475,Stavanger,Norway,58.58,5.45
11476,Skudeneshavn,Norway,59.90,5.16
11477,Tananger,Norway,58.56,5.35
11478,Egersund,Norway,58.27,6.00
11479,Rekefjord,Norway,58.20,6.16
11480,Kirkehamn,Norway,58.14,6.32
11481,Flekkefjorden,Norway,58.18,6.40
11482,Farsund,Norway,58.50,6.49
11483,Stusvik,Norway,58.00,7.20
11484,Mandal,Norway,58.10,7.28
11485,Kristiansand,Norway,58.90,8.00
11486,Arendal,Norway,58.28,8.46
11487,Tvedestrand,Norway,58.37,8.56
11488,Risor,Norway,58.43,9.14
11489,Kragero,Norway,58.52,9.25
11490,Brevik,Norway,59.40,9.42
11491,Porsgrunn,Norway,59.90,9.40
11492,Skien,Norway,59.12,9.36
11493,Larvik,Norway,59.30,10.20
11494,Sandefjorden,Norway,59.70,10.14
11495,Tonsberg,Norway,59.17,10.25
11496,Valloy,Norway,59.16,10.30
11497,Slagenstangen,Norway,59.19,10.31
11498,Horten,Norway,59.25,10.30
11499,Holmestrand,Norway,59.29,10.18
11500,Svelvik,Norway,59.37,10.24
11501,Drammen,Norway,59.44,10.15
11502,Storsteilene,Norway,59.49,10.36
11503,Oslo,Norway,59.55,10.45
11504,Fagerstrand,Norway,59.44,10.36
11505,Drobak,Norway,59.40,10.39
11506,Tofte,Norway,59.33,10.34
11507,Kambo,Norway,59.28,10.41
11508,Moss,Norway,59.27,10.40
11509,Sarpsborg,Norway,59.16,11.60
11510,Fredrikstad,Norway,59.12,10.57
11511,Halden,Norway,59.70,11.23
11512,Stromstad,Sweden,58.56,11.10
11513,Grebbestad,Sweden,58.41,11.16
11514,Fjallbacka,Sweden,58.36,11.17
11515,Bovallstrand,Sweden,58.29,11.20
11516,Hunnebostrand,Sweden,58.26,11.18
11517,Brofjorden,Sweden,58.23,11.25
11518,Lysekil,Sweden,58.16,11.26
11519,Uddevalla,Sweden,58.21,11.55
11520,Stenungsund,Sweden,58.40,11.50
11521,Marstrand,Sweden,57.53,11.35
11522,Goteborg,Sweden,57.42,11.58
11523,Varberg,Sweden,57.70,12.15
11524,Falkenberg,Sweden,56.54,12.30
11525,Halmstad,Sweden,56.40,12.52
11526,Hoganas,Sweden,56.12,12.33
11527,Helsingborg,Sweden,56.30,12.42
11528,Landskrona,Sweden,55.52,12.50
11529,Malmo,Sweden,55.37,13.00
11530,Limhamn,Sweden,55.35,12.56
11531,Trelleborg,Sweden,55.22,13.90
11532,Ystad,Sweden,55.26,13.50
11533,Simrishamn,Sweden,55.33,14.22
11534,Ahus,Sweden,55.56,14.19
11535,Solvesborg,Sweden,56.30,14.35
11536,Karlshamn,Sweden,56.10,14.52
11537,Ronneby,Sweden,56.11,15.18
11538,Karlskrona,Sweden,56.10,15.36
11539,Bergkvara,Sweden,56.23,16.60
11540,Kalmar,Sweden,56.40,16.22
11541,Stora Jatterson,Sweden,57.60,16.34
11542,Oskarshamn,Sweden,57.16,16.27
11543,Figeholm,Sweden,57.22,16.30
11544,Degerhamn,Sweden,56.21,16.25
11545,Ronehamn,Sweden,57.70,18.30
11546,Slite,Sweden,57.42,18.49
11547,Farosund,Sweden,57.55,19.30
11548,Storugns,Sweden,57.50,18.48
11549,Visby,Sweden,57.38,18.17
11550,Klintehamn,Sweden,57.23,18.12
11551,Verkeback,Sweden,57.44,16.32
11552,Vastervik,Sweden,57.46,16.39
11553,Norrkoping,Sweden,58.35,16.12
11554,Oxelosund,Sweden,58.40,17.70
11555,Nykoping,Sweden,58.45,17.10
11556,Sodertalje,Sweden,59.11,17.39
11557,Nynashamn,Sweden,58.54,17.58
11558,Gustavsberg,Sweden,59.19,18.23
11559,Sandhamn,Sweden,59.17,18.55
11560,Stockholm,Sweden,59.20,18.30
11561,Vasteras,Sweden,59.37,16.33
11562,Grisslehamn,Sweden,60.60,18.49
11563,Hallstavik,Sweden,60.30,18.35
11564,Hargshamn,Sweden,60.11,18.27
11565,Skutskar,Sweden,60.39,17.24
11566,Karskar,Sweden,60.41,17.16
11567,Gavle,Sweden,60.41,17.10
11568,Norrsundet,Sweden,60.56,17.10
11569,Vallvik,Sweden,61.11,17.10
11570,Sandarne,Sweden,61.16,17.11
11571,Soderhamn,Sweden,61.18,17.50
11572,Iggesund,Sweden,61.39,17.50
11573,Hudiksvall,Sweden,61.44,17.70
11574,Stocka,Sweden,61.54,17.21
11575,Stockvik,Sweden,62.20,17.23
11576,Sundsvall,Sweden,62.23,17.21
11577,Vivstavarv,Sweden,62.29,17.21
11578,Soraker,Sweden,62.30,17.30
11579,Harnosand,Sweden,62.38,17.56
11580,Ulvvik,Sweden,62.40,17.52
11581,Utansjo,Sweden,62.46,17.56
11582,Gustavsvik,Sweden,62.50,17.53
11583,Lunde,Sweden,62.53,17.53
11584,Kramfors,Sweden,62.56,17.48
11585,Vaja,Sweden,62.59,17.43
11586,Bollstabruk,Sweden,63.00,17.42
11587,Kopmanholmen,Sweden,63.10,18.35
11588,Domsjo,Sweden,63.16,18.44
11589,Ornskoldsvik,Sweden,63.17,18.43
11590,Husum,Sweden,63.20,19.90
11591,Rundvik,Sweden,63.32,19.27
11592,Nordmaling,Sweden,63.34,19.29
11593,Obbola,Sweden,63.42,20.20
11594,Umea Hamn,Sweden,63.42,20.21
11595,Gumbodahamn,Sweden,64.14,21.60
11596,Skelleftehamn,Sweden,64.41,21.14
11597,Kagehamn,Sweden,64.50,21.20
11598,Brannfors,Sweden,65.10,21.23
11599,Pitea,Sweden,65.19,21.29
11600,Lulea,Sweden,65.35,22.10
11601,Torehamn,Sweden,65.54,22.39
11602,Karlsborg,Sweden,65.48,23.17
11603,Sandvik,Sweden,65.44,23.46
11604,Torina,Finland,65.46,24.10
11605,Kemi,Finland,65.44,24.34
11606,Oulu,Finland,65.10,25.24
11607,Raahe,Finland,64.41,24.25
11608,Veitsiluoto,Finland,65.42,24.37
11609,Rahja,Finland,64.12,23.44
11610,Himanka,Finland,64.00,23.39
11611,Kokkola,Finland,63.51,23.10
11612,Jakobstad,Finland,63.41,22.40
11613,Nykarleby,Finland,63.31,22.32
11614,Kantlax,Finland,63.25,22.17
11615,Hellnas,Finland,63.17,22.14
11616,Vaasa,Finland,63.60,21.35
11617,Kaskinen,Finland,62.23,21.14
11618,Kristinestad,Finland,62.17,21.24
11619,Pori,Finland,61.29,21.48
11620,Mantyluoto,Finland,61.36,21.29
11621,Tahkoluoto,Finland,61.38,21.24
11622,Rauma,Finland,61.80,21.30
11623,Uusikaupunki,Finland,60.48,21.24
11624,Naantali,Finland,60.28,22.10
11625,Turku,Finland,60.27,22.14
11626,Tolkkinen,Finland,60.20,25.35
11627,Signilskar,Finland,60.12,19.20
11628,Mariehamn,Finland,60.60,19.55
11629,Pargas,Finland,60.17,22.40
11630,Hanko,Finland,59.49,22.57
11631,Ekenas,Finland,59.59,23.26
11632,Jussaro,Finland,59.50,23.34
11633,Porkkala,Finland,60.50,24.23
11634,Inkoo,Finland,60.10,23.55
11635,Helsinki,Finland,60.10,24.58
11636,Porvoo,Finland,60.18,25.38
11637,Loviisa,Finland,60.27,26.14
11638,Kotka,Finland,60.28,26.58
11639,Hamina,Finland,60.34,27.12
11640,Vyborg,Russian Federation,60.43,28.45
11641,Gavan Vysotsk,Russian Federation,60.37,28.34
11642,Primorsk,Russian Federation,60.22,28.38
11643,Sankt-Peterburg,Russian Federation,59.56,30.18
11644,Lomonosov,Russian Federation,59.55,29.46
11645,Kronshtadt,Russian Federation,59.59,29.47
11646,Reka Luga,Russian Federation,59.40,28.19
11647,Kunda,Estonia,59.32,26.32
11648,Tallinn,Estonia,59.27,24.46
11649,Muuga-Port Of Tallin,Estonia,59.30,24.57
11650,Paldiski,Estonia,59.21,24.20
11651,Osmussaar,Estonia,59.18,23.22
11652,Parnu,Estonia,58.23,24.30
11653,Salacgriva,Latvia,57.42,24.22
11654,Riga,Latvia,56.57,24.60
11655,Lielupe,Latvia,57.00,23.26
11656,Ventspils,Latvia,57.24,21.32
11657,Liepaja,Latvia,56.31,21.10
11658,Butinge Oil Terminal,Lithuania,56.20,20.57
11659,Klaipeda,Lithuania,55.43,21.70
11660,Baltiysk,Russian Federation,54.38,19.54
11661,Kaliningrad,Russian Federation,54.42,20.29
11662,Gdansk,Poland,54.21,18.40
11663,Port Polnochny,Poland,54.24,18.43
11664,Nowy Port,Poland,54.25,18.40
11665,Gdynia,Poland,54.32,18.33
11666,Police,Poland,53.34,14.34
11667,Ustka,Poland,54.35,16.51
11668,Darlowo,Poland,54.26,16.25
11669,Kolobrzeg,Poland,54.13,15.33
11670,Swinoujscie,Poland,53.55,14.16
11671,Szczecin,Poland,53.25,14.33
11672,Wolgast,Germany,54.30,13.47
11673,Sassnitz,Germany,54.31,13.39
11674,Stralsund,Germany,54.19,13.60
11675,Rostock,Germany,54.60,12.80
11676,Wismar,Germany,53.54,11.28
11677,Lubeck-Travemunde,Germany,53.58,10.53
11678,Lubeck,Germany,53.53,10.42
11679,Neustadt,Germany,54.60,10.49
11680,Orth,Germany,54.27,11.30
11681,Heiligenhafen,Germany,54.22,10.59
11682,Kiel,Germany,54.19,10.80
11683,Eckernforde,Germany,54.29,9.50
11684,Kappeln,Germany,54.40,9.56
11685,Flensburg,Germany,54.48,9.26
11686,Nekso,Denmark,55.40,15.80
11687,Ronne,Denmark,55.60,14.42
11688,Hasle,Denmark,55.11,14.42
11689,Christianso Harbor,Denmark,55.19,15.11
11690,Fakse Ladeplads Havn,Denmark,55.13,12.10
11691,Koge,Denmark,55.27,12.12
11692,Kobenhavn,Denmark,55.42,12.37
11693,Tuborg,Denmark,55.43,12.35
11694,Helsingor,Denmark,56.20,12.37
11695,Hundested,Denmark,55.58,11.51
11696,Frederiksvaerk,Denmark,55.58,12.10
11697,Frederikssund,Denmark,55.50,12.30
11698,Kyndbyvaerkets Havn,Denmark,55.49,11.53
11699,Holbaek,Denmark,55.43,11.43
11700,Nykobing (Mor),Denmark,56.46,11.52
11701,Kalundborg,Denmark,55.41,11.60
11702,Korsor,Denmark,55.20,11.80
11703,Skaelskor,Denmark,55.15,11.18
11704,Stigsnaesvaerket,Denmark,55.12,11.15
11705,Gulfhaven,Denmark,55.12,11.16
11706,Naestved,Denmark,55.14,11.45
11707,Vordingborg,Denmark,55.00,11.54
11708,Stubbekobing,Denmark,54.53,12.30
11709,Stege,Denmark,54.59,12.17
11710,Nykobing (Falster),Denmark,54.46,11.52
11711,Sakskobing,Denmark,54.48,11.38
11712,Bandholm,Denmark,54.50,11.30
11713,Nakskov,Denmark,54.50,11.80
11714,Rodby Havn,Denmark,54.39,11.21
11715,Nysted,Denmark,54.40,11.44
11716,Rudkobing,Denmark,54.57,10.43
11717,Marstal,Denmark,54.55,10.20
11718,Aeroskobing,Denmark,54.53,10.25
11719,Svendborg,Denmark,55.40,10.37
11720,Nyborg,Denmark,55.19,10.48
11721,Kerteminde,Denmark,55.27,10.40
11722,Odense,Denmark,55.25,10.23
11723,Skaerbaek,Denmark,55.31,9.37
11724,Middelfart,Denmark,55.30,9.44
11725,Assens,Denmark,55.16,9.53
11726,Faborg,Denmark,55.60,10.15
11727,Sonderborg,Denmark,54.55,9.47
11728,Augustenborg,Denmark,54.57,9.52
11729,Abenra,Denmark,55.30,9.26
11730,Ensted,Denmark,55.10,9.26
11731,Haderslev,Denmark,55.15,9.30
11732,Kolding,Denmark,55.29,9.30
11733,Fredericia,Denmark,55.34,9.46
11734,Vejle,Denmark,55.43,9.33
11735,Horsens,Denmark,55.52,9.51
11736,Arhus,Denmark,56.90,10.13
11737,Studstrup,Denmark,56.15,10.21
11738,Grenaa Havn,Denmark,56.25,10.56
11739,Randers,Denmark,56.28,10.30
11740,Hadsund,Denmark,56.43,10.70
11741,Mariager,Denmark,56.39,9.59
11742,Hobro,Denmark,56.38,9.48
11743,Hals,Denmark,56.59,10.19
11744,Alborg,Denmark,57.30,9.56
11745,Frederikshavn,Denmark,57.26,10.33
11746,Skagen Havn,Denmark,57.43,10.36
11747,Hirtshals,Denmark,57.36,9.58
11748,Hanstholm,Denmark,57.80,8.36
11749,Thisted,Denmark,56.57,8.42
11750,Thyboron,Denmark,56.42,8.13
11751,Lemvig,Denmark,56.35,8.17
11752,Holstebro-Stuer,Denmark,56.30,8.35
11753,Ringkobing,Denmark,56.50,8.15
11754,Esbjerg,Denmark,55.28,8.27
11755,Husum,Germany,54.29,9.30
11756,Busum,Germany,54.80,8.52
11757,Brunsbuttel Elbahafen,Germany,53.53,9.10
11758,Brunsbuttel Canal Terminals,Germany,53.54,9.90
11759,Itzehoe,Germany,53.55,9.31
11760,Rendsburg,Germany,54.18,9.41
11761,Neuhaus,Germany,53.48,9.20
11762,Gluckstadt,Germany,53.47,9.25
11763,Hamburg,Germany,53.33,9.56
11764,Butzfleth,Germany,53.39,9.31
11765,Cuxhaven,Germany,53.52,8.43
11766,Bremerhaven,Germany,53.32,8.35
11767,Nordenham,Germany,53.29,8.29
11768,Brake,Germany,53.20,8.29
11769,Elsfleth,Germany,53.14,8.28
11770,Oldenburg,Germany,53.70,8.13
11771,Bremen,Germany,53.80,8.46
11772,Wilhelmshaven,Germany,53.32,8.10
11773,Emden,Germany,53.20,7.11
11774,Leer,Germany,53.14,7.27
11775,Papenburg,Germany,53.60,7.23
