Port Number,Port Name,Country,Latitude,Longitude,DD Lat,DD Long
10425,Saco,US,43.30 N,70.27 W,43.3,-70.27
10426,Kennebunkport,US,43.22 N,70.28 W,43.22,-70.28
10427,Portsmouth,US,43.5N,70.45 W,43.5,-70.45
10428,Newburyport,US,42.49 N,70.52 W,42.49,-70.52
10429,Rockport,US,42.40 N,70.37 W,42.4,-70.37
10430,Gloucester,US,42.36 N,70.40 W,42.36,-70.4
10431,Beverly,US,42.32 N,70.53 W,42.32,-70.53
10432,Salem,US,42.31 N,70.53 W,42.31,-70.53
10433,Marblehead,US,42.30 N,70.51 W,42.3,-70.51
10434,Lynn,US,42.27 N,70.57 W,42.27,-70.57
10435,Boston,US,42.21 N,71.3W,42.21,-71.3
10436,Quincy,US,42.15 N,70.58 W,42.15,-70.58
10437,Scituate,US,42.12 N,70.43 W,42.12,-70.43
10438,Plymouth,US,41.57 N,70.40 W,41.57,-70.4
10439,Provincetown,US,42.3N,70.11 W,42.3,-70.11
10440,Hyannis,US,41.39 N,70.17 W,41.39,-70.17
10441,Hyannis Port,US,41.38 N,70.18 W,41.38,-70.18
10442,Falmouth,US,41.33 N,70.37 W,41.33,-70.37
10443,Nantucket,US,41.17 N,70.6W,41.17,-70.6
10444,Edgartown,US,41.23 N,70.30 W,41.23,-70.3
10445,Vineyard Haven,US,41.27 N,70.36 W,41.27,-70.36
10446,Woods Hole,US,41.31 N,70.40 W,41.31,-70.4
10447,New Bedford,US,41.38 N,70.55 W,41.38,-70.55
10448,Newport,US,41.30 N,71.20 W,41.3,-71.2
10449,Fall River,US,41.42 N,71.10 W,41.42,-71.1
10450,Tiverton,US,41.38 N,71.13 W,41.38,-71.13
10451,Bristol,US,41.40 N,71.16 W,41.4,-71.16
10452,Providence,US,41.48 N,71.24 W,41.48,-71.24
10453,Quonset Point,US,41.35 N,71.24 W,41.35,-71.24
10454,Davisville Depot,US,41.37 N,71.24 W,41.37,-71.24
10455,Montauk Harbor,US,41.4N,71.56 W,41.4,-71.56
10456,Greenport,US,41.6N,72.22 W,41.6,-72.22
10457,Stonington,US,41.20 N,71.54 W,41.2,-71.54
10458,Noank,US,41.19 N,71.59 W,41.19,-71.59
10459,Mystic,US,41.21 N,71.58 W,41.21,-71.58
10460,New London,US,41.21 N,72.5W,41.21,-72.5
10461,Norwich,US,41.31 N,72.5W,41.31,-72.5
10462,Essex,US,41.21 N,72.23 W,41.21,-72.23
10463,New Haven,US,41.14 N,72.55 W,41.14,-72.55
10464,Port Jefferson,US,40.57 N,73.5W,40.57,-73.5
10465,Bridgeport,US,41.10 N,73.11 W,41.1,-73.11
10466,Southport,US,41.8N,73.17 W,41.8,-73.17
10467,Norwalk,US,41.6N,73.25 W,41.6,-73.25
10468,Stamford,US,41.2N,73.33 W,41.2,-73.33
10469,Greenwich,US,41.1N,73.37 W,41.1,-73.37
10470,Port Chester,US,41.0N,73.40 W,41,-73.4
10471,City Island,US,40.51 N,73.47 W,40.51,-73.47
10472,Brooklyn,US,40.40 N,74.1W,40.4,-74.1
10473,New York City,US,40.42 N,74.1W,40.42,-74.1
10474,Patchogue,US,40.45 N,73.1W,40.45,-73.1
10475,Yonkers,US,40.56 N,73.54 W,40.56,-73.54
10476,Newburgh,US,41.30 N,74.0W,41.3,-74
10477,Poughkeepsie,US,41.42 N,73.57 W,41.42,-73.57
10478,Kingston,US,41.56 N,73.58 W,41.56,-73.58
10479,Catskill,US,42.13 N,73.51 W,42.13,-73.51
10480,Albany,US,42.39 N,73.45 W,42.39,-73.45
10481,Rensselaer,US,42.39 N,73.45 W,42.39,-73.45
10482,Troy,US,42.44 N,73.42 W,42.44,-73.42
10483,Edgewater,US,40.49 N,73.59 W,40.49,-73.59
10484,Weehawken,US,40.46 N,74.1W,40.46,-74.1
10485,Hoboken,US,40.45 N,74.1W,40.45,-74.1
10486,Jersey City,US,40.43 N,74.2W,40.43,-74.2
10487,Bayonne,US,40.41 N,74.6W,40.41,-74.6
10488,Newark,US,40.42 N,74.9W,40.42,-74.9
10489,Elizabethport,US,40.39 N,74.11 W,40.39,-74.11
10490,Stapleton Si,US,40.38 N,74.4W,40.38,-74.4
10491,Tompkinsville Si,US,40.38 N,74.4W,40.38,-74.4
10492,Port Richmond Si,US,40.39 N,74.8W,40.39,-74.8
10493,Mariners Harbor Si,US,40.38 N,74.10 W,40.38,-74.1
10494,Gulfport Si,US,40.38 N,74.12 W,40.38,-74.12
10495,Port Socony,US,40.33 N,74.15 W,40.33,-74.15
10496,Bayway,US,40.38 N,74.12 W,40.38,-74.12
10497,Grasselli,US,40.37 N,74.12 W,40.37,-74.12
10498,Carteret,US,40.35 N,74.13 W,40.35,-74.13
10499,Chrome,US,40.34 N,74.13 W,40.34,-74.13
10500,Port Reading,US,40.34 N,74.14 W,40.34,-74.14
10501,Sewaren,US,40.33 N,74.15 W,40.33,-74.15
10502,Maurer,US,40.32 N,74.15 W,40.32,-74.15
10503,Perth Amboy,US,40.30 N,74.16 W,40.3,-74.16
10504,Sayreville,US,40.28 N,74.22 W,40.28,-74.22
10505,South Amboy,US,40.29 N,74.16 W,40.29,-74.16
10506,Leonardo,US,40.26 N,74.4W,40.26,-74.4
10507,Barnegat,US,39.46 N,74.6W,39.46,-74.6
10508,Atlantic City,US,39.22 N,74.25 W,39.22,-74.25
10509,Salem Nj,US,39.40 N,75.29 W,39.4,-75.29
10510,New Castle,US,39.39 N,75.34 W,39.39,-75.34
10511,Deepwater Point,US,39.42 N,75.31 W,39.42,-75.31
10512,Wilmington,US,39.44 N,75.33 W,39.44,-75.33
10513,Marcus Hook,US,39.49 N,75.25 W,39.49,-75.25
10514,Chester,US,39.51 N,75.21 W,39.51,-75.21
10515,Philadelphia,US,39.57 N,75.8W,39.57,-75.8
10516,Paulsboro,US,39.51 N,75.15 W,39.51,-75.15
10517,Gloucester,US,39.54 N,75.8W,39.54,-75.8
10518,Camden,US,39.57 N,75.8W,39.57,-75.8
10519,Burlington,US,40.5N,74.52 W,40.5,-74.52
10520,Bristol,US,40.6N,74.51 W,40.6,-74.51
10521,Trenton,US,40.12 N,74.46 W,40.12,-74.46
10522,Ocean City,US,38.20 N,75.5W,38.2,-75.5
10523,Cape Charles,US,37.16 N,76.1W,37.16,-76.1
10524,Salisbury,US,38.22 N,75.36 W,38.22,-75.36
10525,Havre De Grace,US,39.32 N,76.5W,39.32,-76.5
10526,Baltimore,US,39.16 N,76.35 W,39.16,-76.35
10527,Annapolis,US,38.59 N,76.29 W,38.59,-76.29
10528,Solomons Island,US,38.19 N,76.27 W,38.19,-76.27
10529,Washington D.C.,US,38.52 N,77.2W,38.52,-77.2
10530,Alexandria,US,38.48 N,77.2W,38.48,-77.2
10531,Piney Point,US,38.8N,76.32 W,38.8,-76.32
10532,Yorktown,US,37.14 N,76.30 W,37.14,-76.3
10533,West Point,US,37.32 N,76.48 W,37.32,-76.48
10534,Fredericksburg,US,38.18 N,77.27 W,38.18,-77.27
10535,Norfolk,US,36.51 N,76.18 W,36.51,-76.18
10536,Portsmouth,US,36.49 N,76.18 W,36.49,-76.18
10537,Newport News,US,36.58 N,76.26 W,36.58,-76.26
10538,Warwick,US,37.27 N,77.25 W,37.27,-77.25
10539,Richmond,US,37.32 N,77.25 W,37.32,-77.25
10540,Elizabeth City,US,36.18 N,76.13 W,36.18,-76.13
10541,Hertford,US,36.11 N,76.28 W,36.11,-76.28
10542,Edenton,US,36.3N,76.37 W,36.3,-76.37
10543,Plymouth,US,35.52 N,76.45 W,35.52,-76.45
10544,Columbia,US,35.55 N,76.15 W,35.55,-76.15
10545,Belhaven,US,35.37 N,76.37 W,35.37,-76.37
10546,Washington,US,35.33 N,77.3W,35.33,-77.3
10547,Bayboro,US,35.9N,76.46 W,35.9,-76.46
10548,New Bern,US,35.6N,77.3W,35.6,-77.3
10549,Beaufort,US,34.43 N,76.40 W,34.43,-76.4
10550,Morehead City,US,34.43 N,76.42 W,34.43,-76.42
10551,Swansboro,US,34.41 N,77.8W,34.41,-77.8
10552,Wrightsville,US,34.13 N,77.49 W,34.13,-77.49
10553,Wilmington,US,34.14 N,77.57 W,34.14,-77.57
10554,Southport,US,33.55 N,78.1W,33.55,-78.1
10555,Georgetown,US,33.22 N,79.17 W,33.22,-79.17
10556,Charleston,US,32.47 N,79.55 W,32.47,-79.55
10557,Port Royal,US,32.22 N,80.41 W,32.22,-80.41
10558,Beaufort,US,32.26 N,80.40 W,32.26,-80.4
10559,Savannah,US,32.5N,81.5W,32.5,-81.5
10560,Darien,US,31.22 N,81.26 W,31.22,-81.26
10561,Brunswick,US,31.9N,81.30 W,31.9,-81.3
10562,Fernandina Beach,US,30.41 N,81.28 W,30.41,-81.28
10563,Mayport,US,30.24 N,81.26 W,30.24,-81.26
10564,Jacksonville,US,30.19 N,81.39 W,30.19,-81.39
10565,St Augustine,US,29.54 N,81.19 W,29.54,-81.19
10566,Canaveral Harbor,US,28.42 N,80.37 W,28.42,-80.37
10567,Fort Pierce,US,27.28 N,80.19 W,27.28,-80.19
10568,Palm Beach,US,26.46 N,80.3W,26.46,-80.3
10569,Port Everglades,US,26.6N,80.7W,26.6,-80.7
10570,Miami,US,25.47 N,80.11 W,25.47,-80.11
10571,Key West,US,24.33 N,81.49 W,24.33,-81.49
10572,Boca Grande,US,26.42 N,82.20 W,26.42,-82.2
10573,Port Manatee,US,27.38 N,82.34 W,27.38,-82.34
10574,Tampa,US,27.55 N,82.27 W,27.55,-82.27
10575,St Petersburg,US,27.46 N,82.37 W,27.46,-82.37
10576,Tarpon Springs,US,28.9N,82.46 W,28.9,-82.46
10577,Carrabelle,US,29.51 N,84.40 W,29.51,-84.4
10578,Apalachicola,US,29.43 N,84.59 W,29.43,-84.59
10579,Port St Joe,US,29.49 N,85.19 W,29.49,-85.19
10580,Panama City,US,30.8N,85.39 W,30.8,-85.39
10581,Pensacola,US,30.24 N,87.13 W,30.24,-87.13
10582,Mobile,US,30.41 N,88.7W,30.41,-88.7
10583,Pascagoula,US,30.21 N,88.34 W,30.21,-88.34
10584,Biloxi,US,30.23 N,88.53 W,30.23,-88.53
10585,Gulfport,US,30.21 N,89.5W,30.21,-89.5
10586,Slidell,US,30.16 N,89.47 W,30.16,-89.47
10587,Madisonville,US,30.24 N,90.9W,30.24,-90.9
10588,Southwest Pass,US,28.27 N,90.42 W,28.27,-90.42
10589,Port Sulphur,US,29.29 N,89.41 W,29.29,-89.41
10590,Gretna,US,29.55 N,90.4W,29.55,-90.4
10591,New Orleans,US,29.57 N,90.3W,29.57,-90.3
10592,Port Of Memphis,US,35.4N,90.10 W,35.4,-90.1
10593,Tri-City Port,US,38.43 N,90.12 W,38.43,-90.12
10594,St. James,US,29.59 N,90.56 W,29.59,-90.56
10595,Convent,US,30.1N,90.50 W,30.1,-90.5
10596,St Rose,US,29.57 N,90.19 W,29.57,-90.19
10597,Reserve,US,30.3N,90.33 W,30.3,-90.33
10598,Destrehan,US,29.57 N,90.22 W,29.57,-90.22
10599,Baton Rouge,US,30.27 N,91.11 W,30.27,-91.11
10600,Loop Terminal,US,28.53 N,90.1W,28.53,-90.1
10601,Grand Isle,US,29.14 N,90.0W,29.14,-90
10602,Morgan City,US,29.42 N,91.13 W,29.42,-91.13
10603,Haymark Terminal,US,30.8N,93.19 W,30.8,-93.19
10604,Lake Charles,US,30.13 N,93.15 W,30.13,-93.15
10605,Sabine,US,29.43 N,93.52 W,29.43,-93.52
10606,Sabine Pass,US,29.44 N,93.54 W,29.44,-93.54
10607,Orange,US,30.5N,93.44 W,30.5,-93.44
10608,Port Arthur,US,29.50 N,93.58 W,29.5,-93.58
10609,Port Neches,US,30.0N,93.57 W,30,-93.57
10610,Beaumont,US,30.5N,94.5W,30.5,-94.5
10611,Galveston,US,29.19 N,94.47 W,29.19,-94.47
10612,Texas City,US,29.23 N,94.55 W,29.23,-94.55
10613,Baytown,US,29.44 N,95.1W,29.44,-95.1
10614,Norsworthy,US,29.44 N,95.12 W,29.44,-95.12
10615,Pasadena,US,29.43 N,95.13 W,29.43,-95.13
10616,Sinco,US,29.43 N,95.14 W,29.43,-95.14
10617,Deer Park,US,29.45 N,95.20 W,29.45,-95.2
10618,Houston,US,29.45 N,95.17 W,29.45,-95.17
10619,Freeport,US,28.57 N,95.20 W,28.57,-95.2
10620,Palacios,US,28.41 N,96.13 W,28.41,-96.13
10621,Port Lavaca,US,28.37 N,96.37 W,28.37,-96.37
10622,Port Oconnor,US,28.27 N,96.24 W,28.27,-96.24
10623,Rockport,US,28.1N,97.3W,28.1,-97.3
10624,Corpus Christi,US,27.49 N,97.24 W,27.49,-97.24
10625,Port Aransas,US,27.50 N,97.3W,27.5,-97.3
10626,Port Ingleside,US,27.49 N,97.11 W,27.49,-97.11
10627,Port Isabel,US,26.5N,97.12 W,26.5,-97.12
10628,Brownsville,US,25.57 N,97.24 W,25.57,-97.24
10629,Altamira,MX,22.29 N,97.51 W,22.29,-97.51
10630,Tampico,MX,22.13 N,97.52 W,22.13,-97.52
10631,Tuxpan,MX,20.57 N,97.24 W,20.57,-97.24
10632,Veracruz,MX,19.12 N,96.8W,19.12,-96.8
10633,Cayo Arcas Terminal,MX,20.10 N,91.59 W,20.1,-91.59
10634,Coatzacoalcos,MX,18.9N,94.25 W,18.9,-94.25
10635,Nanchital,MX,18.4N,94.25 W,18.4,-94.25
10636,Minatitlan,MX,17.54 N,94.35 W,17.54,-94.35
10637,Dos Bocas Terminal,MX,18.26 N,93.13 W,18.26,-93.13
10638,Frontera,MX,18.32 N,92.39 W,18.32,-92.39
10639,Ciudad Del Carmen,MX,18.38 N,91.52 W,18.38,-91.52
10640,Campeche,MX,19.51 N,90.33 W,19.51,-90.33
10641,Progreso,MX,21.17 N,89.40 W,21.17,-89.4
10642,San Miguel De Cozumel,MX,20.30 N,86.58 W,20.3,-86.58
10643,Belize City,BZ,17.30 N,88.11 W,17.3,-88.11
10644,Puerto Barrios,GT,15.44 N,88.36 W,15.44,-88.36
10645,Santo Thomas De Castilla,GT,15.42 N,88.37 W,15.42,-88.37
10646,Puerto Cortes,HN,15.50 N,87.57 W,15.5,-87.57
10647,Tela,HN,15.47 N,87.27 W,15.47,-87.27
10648,Puerto Este,HN,16.5N,86.54 W,16.5,-86.54
10649,La Ceiba,HN,15.47 N,86.48 W,15.47,-86.48
10650,Coxen Hole,HN,16.19 N,86.33 W,16.19,-86.33
10651,Trujillo,HN,15.55 N,85.57 W,15.55,-85.57
10652,Puerto Castilla,HN,16.0N,85.59 W,16,-85.59
10653,Puerto Cabezas,NI,14.1N,83.23 W,14.1,-83.23
10654,El Bluff,NI,12.0N,83.42 W,12,-83.42
10655,Bluefields,NI,12.1N,83.45 W,12.1,-83.45
10656,Puerto Moin,CR,10.0N,83.5W,10,-83.5
10657,Puerto Limon,CR,9.59 N,83.1W,9.59,-83.1
10658,Chiriqui Grande,PA,8.57 N,82.7W,8.57,-82.7
10659,Almirante,PA,9.18 N,82.24 W,9.18,-82.24
10660,Bocas Del Toro,PA,9.20 N,82.14 W,9.2,-82.14
10661,Puerto Cristobal,PA,9.21 N,79.55 W,9.21,-79.55
10662,Puerto Colon,PA,9.22 N,79.53 W,9.22,-79.53
10663,Bahia De Las Minas,PA,9.24 N,79.49 W,9.24,-79.49
10664,St George'S,BM,32.23 N,64.41 W,32.23,-64.41
10665,Ireland Island,BM,32.19 N,64.50 W,32.19,-64.5
10666,Hamilton,BM,32.18 N,64.47 W,32.18,-64.47
10667,Freeport,BS,26.31 N,78.47 W,26.31,-78.47
10668,South Riding Point,BS,26.37 N,78.13 W,26.37,-78.13
10669,Nassau,BS,25.5N,77.21 W,25.5,-77.21
10670,Clifton Pier,BS,25.0N,77.33 W,25,-77.33
10671,Cockburn Town,BS,24.3N,74.32 W,24.3,-74.32
10672,Matthew Town,BS,20.57 N,73.41 W,20.57,-73.41
10673,Grand Turk,TC,21.26 N,71.9W,21.26,-71.9
10674,Cockburn Harbor,TC,21.30 N,71.32 W,21.3,-71.32
10675,Cabanas,CU,23.0N,82.58 W,23,-82.58
10676,Mariel,CU,22.59 N,82.45 W,22.59,-82.45
10677,Bahai De La Habana,CU,23.8N,82.22 W,23.8,-82.22
10678,Matanzas,CU,23.3N,81.33 W,23.3,-81.33
10679,Cardenas,CU,23.3N,81.12 W,23.3,-81.12
10680,Isabela De Sagua,CU,22.57 N,80.0W,22.57,-80
10681,Nuevitas Bay,CU,21.33 N,77.16 W,21.33,-77.16
10682,Manati,CU,21.22 N,76.49 W,21.22,-76.49
10683,Puerto Padre,CU,21.17 N,76.32 W,21.17,-76.32
10684,Antilla,CU,20.50 N,75.44 W,20.5,-75.44
10685,Felton,CU,20.44 N,75.36 W,20.44,-75.36
10686,Nicaro,CU,20.43 N,75.33 W,20.43,-75.33
10687,Bahia De Sagua De Tanamo,CU,20.41 N,75.20 W,20.41,-75.2
10688,Cayo Moa Grande,CU,20.40 N,74.54 W,20.4,-74.54
10689,Puerto Guantanamo,CU,19.59 N,75.8W,19.59,-75.8
10690,Santiago De Cuba,CU,20.1N,75.50 W,20.1,-75.5
10691,Media Luna,CU,20.9N,77.26 W,20.9,-77.26
10692,Ceiba Hueca,CU,20.13 N,77.19 W,20.13,-77.19
10693,Manzanillo,CU,20.21 N,77.7W,20.21,-77.7
10694,Guayabal,CU,20.42 N,77.37 W,20.42,-77.37
10695,Jucaro,CU,21.37 N,78.51 W,21.37,-78.51
10696,Tunas De Zaza,CU,21.38 N,79.33 W,21.38,-79.33
10697,Casilda,CU,21.45 N,79.59 W,21.45,-79.59
10698,Cienfuegos,CU,22.9N,80.27 W,22.9,-80.27
10699,Nueva Gerona,CU,21.55 N,82.48 W,21.55,-82.48
10700,Georgetown,KY,19.18 N,81.23 W,19.18,-81.23
10701,Cayman Brac,KY,19.45 N,79.45 W,19.45,-79.45
10702,Lucea,JM,18.27 N,78.10 W,18.27,-78.1
10703,Montego Bay,JM,18.28 N,77.56 W,18.28,-77.56
10704,Falmouth,JM,18.29 N,77.39 W,18.29,-77.39
10705,Rio Bueno,JM,18.28 N,77.28 W,18.28,-77.28
10706,Ocho Rios,JM,18.25 N,77.7W,18.25,-77.7
10707,Port Antonio,JM,18.11 N,76.27 W,18.11,-76.27
10708,Kingston,JM,17.58 N,76.47 W,17.58,-76.47
10709,Port Esquivel,JM,17.53 N,77.8W,17.53,-77.8
10710,Rocky Point,JM,17.49 N,77.9W,17.49,-77.9
10711,Port Kaiser,JM,17.52 N,77.36 W,17.52,-77.36
10712,Savannah La Mar,JM,18.12 N,78.8W,18.12,-78.8
10713,Jacmel,HT,18.14 N,72.32 W,18.14,-72.32
10714,Miragoane,HT,18.27 N,73.5W,18.27,-73.5
10715,Petit Goave,HT,18.26 N,72.52 W,18.26,-72.52
10716,Port Au Prince,HT,18.33 N,72.21 W,18.33,-72.21
10717,Cap Haitien,HT,19.46 N,72.12 W,19.46,-72.12
10718,Pepillo Salcedo,DO,19.42 N,71.45 W,19.42,-71.45
10719,Puerto Plata,DO,19.48 N,70.42 W,19.48,-70.42
10720,Santa Barbara De Samana,DO,19.12 N,69.20 W,19.12,-69.2
10721,Puerto Botado,DO,19.12 N,69.27 W,19.12,-69.27
10722,Sanchez,DO,19.14 N,69.37 W,19.14,-69.37
10723,La Romana,DO,18.25 N,68.58 W,18.25,-68.58
10724,San Pedro De Macoris,DO,18.27 N,69.19 W,18.27,-69.19
10725,Andres (Andres Lgn Terminal),DO,18.26 N,69.38 W,18.26,-69.38
10726,Santo Domingo,DO,18.28 N,69.53 W,18.28,-69.53
10727,Puerto De Haina,DO,18.25 N,70.1W,18.25,-70.1
10728,Punta Nizao Oil Terminal,DO,18.12 N,70.12 W,18.12,-70.12
10729,Las Calderas,DO,18.13 N,70.31 W,18.13,-70.31
10730,Puerto Viejo De Azua,DO,18.21 N,70.50 W,18.21,-70.5
10731,Santa Cruz De Barahona,DO,18.12 N,71.5W,18.12,-71.5
10732,Cabo Rojo,DO,17.55 N,71.39 W,17.55,-71.39
10733,Aguadilla,PR,18.26 N,67.9W,18.26,-67.9
10734,Arecibo,PR,18.29 N,66.42 W,18.29,-66.42
10735,San Juan,PR,18.28 N,66.7W,18.28,-66.7
10736,Bahia De Fajardo,PR,18.20 N,65.38 W,18.2,-65.38
10737,Ensenada Honda,PR,18.14 N,65.38 W,18.14,-65.38
10738,Playa De Humacao,PR,18.10 N,65.45 W,18.1,-65.45
10739,Puerto Yabucoa,PR,18.3N,65.50 W,18.3,-65.5
10740,Arroyo,PR,17.58 N,66.4W,17.58,-66.4
10741,Bahia De Jobos,PR,17.57 N,66.11 W,17.57,-66.11
10742,Las Mareas,PR,17.57 N,66.10 W,17.57,-66.1
10743,Playa De Ponce,PR,17.59 N,66.37 W,17.59,-66.37
10744,Playa De Guayanilla,PR,18.1N,66.46 W,18.1,-66.46
10745,Playa De Guanica,PR,17.58 N,66.55 W,17.58,-66.55
10746,Mayaguez,PR,18.12 N,67.9W,18.12,-67.9
10747,Charlotte Amalie,VI,18.21 N,64.56 W,18.21,-64.56
10748,Cruz Bay,VI,18.20 N,64.48 W,18.2,-64.48
10749,Frederiksted,VI,17.43 N,64.53 W,17.43,-64.53
10750,Limetree Bay,VI,17.42 N,64.45 W,17.42,-64.45
10751,Port Alucroix,VI,17.42 N,64.46 W,17.42,-64.46
10752,Christiansted,VI,17.45 N,64.42 W,17.45,-64.42
10753,Road Harbor,VG,18.25 N,64.37 W,18.25,-64.37
10754,Baie Du Marigot,FR,18.4N,63.5W,18.4,-63.5
10755,Phillipsburg,SX,18.1N,63.3W,18.1,-63.3
10756,Coles Bay Oil Terminal,SX,18.1N,63.5W,18.1,-63.5
10757,Gustavia,GP,17.54 N,62.51 W,17.54,-62.51
10758,Oranjestad,BQ,17.29 N,62.59 W,17.29,-62.59
10759,Basseterre,KN,17.18 N,62.43 W,17.18,-62.43
10760,Charlestown,KN,17.8N,62.38 W,17.8,-62.38
10761,St Johns,AG,17.7N,61.51 W,17.7,-61.51
10762,Pointe A Pitre,GP,16.14 N,61.32 W,16.14,-61.32
10763,Basse Terre,GP,16.0N,61.44 W,16,-61.44
10764,Port Louis,GP,16.25 N,61.32 W,16.25,-61.32
10765,Roseau,DM,15.18 N,61.24 W,15.18,-61.24
10766,Portsmouth,DM,15.34 N,61.28 W,15.34,-61.28
10767,Fort De France,MQ,14.36 N,61.4W,14.36,-61.4
10768,Vieux Fort,LC,13.43 N,60.58 W,13.43,-60.58
10769,Grand Cul De Sac Bay,LC,13.59 N,61.1W,13.59,-61.1
10770,Castries,LC,14.1N,61.0W,14.1,-61
10771,Kingstown,VC,13.9N,61.14 W,13.9,-61.14
10772,St George'S,GD,12.3N,61.45 W,12.3,-61.45
10773,Bridgetown,BB,13.6N,59.38 W,13.6,-59.38
10774,Scarborough,TT,11.11 N,60.44 W,11.11,-60.44
10775,Chaguaramas,TT,10.41 N,61.39 W,10.41,-61.39
10776,Anse Tembladora,TT,10.41 N,61.35 W,10.41,-61.35
10777,Port Of Spain,TT,10.39 N,61.31 W,10.39,-61.31
10778,Point Lisas Port,TT,10.23 N,61.29 W,10.23,-61.29
10779,Pointe A Pierre,TT,10.19 N,61.28 W,10.19,-61.28
10780,Point Lisas Industrial Port,TT,10.24 N,61.30 W,10.24,-61.3
10781,Brighton,TT,10.15 N,61.38 W,10.15,-61.38
10782,Point Fortin,TT,10.12 N,61.42 W,10.12,-61.42
10783,Galeota Point Terminal,TT,10.8N,60.59 W,10.8,-60.59
10784,Kralendijk,BQ,12.9N,68.17 W,12.9,-68.17
10785,Goto Oil Terminal,BQ,12.13 N,68.23 W,12.13,-68.23
10786,Salina,BQ,12.5N,68.17 W,12.5,-68.17
10787,Caracasbaai,CW,12.4N,68.52 W,12.4,-68.52
10788,Willemstad,CW,12.7N,68.56 W,12.7,-68.56
10789,Bullen Baai,CW,12.11 N,69.2W,12.11,-69.2
10790,Sint Michelsbaai,CW,12.8N,69.1W,12.8,-69.1
10791,Sint Nicolaas Baai,AW,12.26 N,69.55 W,12.26,-69.55
10792,Paarden Baai - (Oranjestad),AW,12.31 N,70.2W,12.31,-70.2
10793,Turbo,CO,8.5N,76.44 W,8.5,-76.44
10794,Covenas,CO,9.25 N,75.41 W,9.25,-75.41
10795,Covenas Offshore Term.,CO,9.30 N,75.44 W,9.3,-75.44
10796,Mamonal,CO,10.19 N,75.31 W,10.19,-75.31
10797,El Bosque,CO,10.24 N,75.32 W,10.24,-75.32
10798,Cartagena,CO,10.25 N,75.32 W,10.25,-75.32
10799,Barranquilla,CO,10.58 N,74.46 W,10.58,-74.46
10800,Puerto Prodeco,CO,11.9N,74.13 W,11.9,-74.13
10801,Pozos Colorados,CO,11.9N,74.15 W,11.9,-74.15
10802,Santa Marta,CO,11.15 N,74.13 W,11.15,-74.13
10803,Puerto Bolivar,CO,12.15 N,71.58 W,12.15,-71.58
10804,Maracaibo,VE,10.38 N,71.36 W,10.38,-71.36
10805,San Lorenzo,VE,9.47 N,71.4W,9.47,-71.4
10806,La Salina,VE,10.22 N,71.28 W,10.22,-71.28
10807,Punta De Palmas,VE,10.47 N,71.35 W,10.47,-71.35
10808,Bajo Grande,VE,10.31 N,71.38 W,10.31,-71.38
10809,Puerto Miranda,VE,10.46 N,71.34 W,10.46,-71.34
10810,El Tabiazo,VE,10.46 N,71.32 W,10.46,-71.32
10811,Punta Cardon,VE,11.38 N,70.14 W,11.38,-70.14
10812,Las Piedras,VE,11.42 N,70.13 W,11.42,-70.13
10813,Amuay (Bahia De Amuay),VE,11.45 N,70.14 W,11.45,-70.14
10814,Puerto Cumarebo,VE,11.29 N,69.21 W,11.29,-69.21
10815,Puerto Chichiriviche,VE,10.55 N,68.16 W,10.55,-68.16
10816,El Palito,VE,10.29 N,68.7W,10.29,-68.7
10817,Venterminals,VE,10.29 N,68.2W,10.29,-68.2
10818,Puerto Cabello,VE,10.29 N,68.0W,10.29,-68
10819,Puerto Borburata,VE,10.29 N,67.59 W,10.29,-67.59
10820,Catia La Mar,VE,10.36 N,67.1W,10.36,-67.1
10821,La Guaira,VE,10.37 N,66.56 W,10.37,-66.56
10822,Jose Terminal,VE,10.6N,64.51 W,10.6,-64.51
10823,Puerto La Cruz,VE,10.15 N,64.38 W,10.15,-64.38
10824,Guanta,VE,10.15 N,64.35 W,10.15,-64.35
10825,Bahia De Pertigalete,VE,10.14 N,64.34 W,10.14,-64.34
10826,Cumana (Puerto Sucre),VE,10.28 N,64.11 W,10.28,-64.11
10827,El Guamache,VE,10.54 N,64.6W,10.54,-64.6
10828,Carupano,VE,10.42 N,63.15 W,10.42,-63.15
10829,Guiria,VE,10.34 N,62.18 W,10.34,-62.18
10830,Puerto De Hierro,VE,10.38 N,62.6W,10.38,-62.6
10831,Caripito,VE,10.9N,63.2W,10.9,-63.2
10832,Palua,VE,8.22 N,62.41 W,8.22,-62.41
10833,Puerto Ordaz,VE,8.21 N,62.43 W,8.21,-62.43
10834,Ciudad Bolivar,VE,8.8N,63.33 W,8.8,-63.33
10835,Georgetown,GY,6.50 N,58.10 W,6.5,-58.1
10836,Linden,GY,6.0N,58.18 W,6,-58.18
10837,New Amsterdam,GY,6.15 N,57.31 W,6.15,-57.31
10838,Nieuw Nickerie,SR,5.57 N,57.0W,5.57,-57
10839,Paramaribo,SR,5.50 N,55.10 W,5.5,-55.1
10840,Paranam,SR,5.37 N,55.6W,5.37,-55.6
10841,Moengo,SR,5.38 N,54.25 W,5.38,-54.25
10842,Degrad Des Cannes,GF,4.51 N,52.16 W,4.51,-52.16
10843,Porto Santana,BR,0.3S,51.11 W,-0.3,-51.11
10844,Belem,BR,1.27 S,48.30 W,-1.27,-48.3
10845,Vila Do Conde,BR,1.33 S,48.45 W,-1.33,-48.45
